"cat","val","species","common_name"
"Blütenfarbe:"," gelb","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Blühzeit:","jfmamjjasond","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Blütenform:","trichterförmig, kronröhrig, radiärsymmetrisch, zweikreisig","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Bienen:","Bienenweide","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Ordnung:","Spargelartige","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Familie:","Schwertliliengewächse","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Gattung:","Krokusse","Crocus-flavus","Gold-Krokus,Gelber Korkus"
"Licht:","Sonne bis Halbschatten","Crocus-vernus","Frühlings-Krokus"
"Boden:","durchlässig","Crocus-vernus","Frühlings-Krokus"
"Wasser:","frisch bis trocken","Crocus-vernus","Frühlings-Krokus"
"Nährstoffe:","nährstoffreicher Boden","Crocus-vernus","Frühlings-Krokus"
"Kübel/Balkon geeignet:","ja","Crocus-vernus","Frühlings-Krokus"
"Pflanzenart:","Zwiebel","Crocus-vernus","Frühlings-Krokus"
"Wuchs:"," aufrecht, krautig","Crocus-vernus","Frühlings-Krokus"
"Höhe:","5 - 10 cm","Crocus-vernus","Frühlings-Krokus"
"Breite:","3 - 5 cm","Crocus-vernus","Frühlings-Krokus"
"schnittverträglich:","ja","Crocus-vernus","Frühlings-Krokus"
"Wurzelsystem:","Zwiebel","Crocus-vernus","Frühlings-Krokus"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Crocus-vernus","Frühlings-Krokus"
"Blütenfarbe:"," lila","Crocus-vernus","Frühlings-Krokus"
"Blühzeit:","jfmamjjasond","Crocus-vernus","Frühlings-Krokus"
"Blütenform:","trichterförmig, kronröhrig, radiärsymmetrisch, zweikreisig","Crocus-vernus","Frühlings-Krokus"
"Bienen:","Bienenweide","Crocus-vernus","Frühlings-Krokus"
"Pflanzen je ㎡:","400","Crocus-vernus","Frühlings-Krokus"
"Ordnung:","Spargelartige","Crocus-vernus","Frühlings-Krokus"
"Familie:","Schwertliliengewächse","Crocus-vernus","Frühlings-Krokus"
"Gattung:","Krokusse","Crocus-vernus","Frühlings-Krokus"
"Licht:","Sonne bis Halbschatten","Eranthis-hyemalis","Winterling"
"Boden:","durchlässig bis lehmig","Eranthis-hyemalis","Winterling"
"Wasser:","feucht bis frisch","Eranthis-hyemalis","Winterling"
"Nährstoffe:","nährstoffreicher Boden","Eranthis-hyemalis","Winterling"
"Kübel/Balkon geeignet:","ja","Eranthis-hyemalis","Winterling"
"Pflanzenart:","Zwiebel","Eranthis-hyemalis","Winterling"
"Wuchs:"," flacher Wuchs","Eranthis-hyemalis","Winterling"
"Höhe:","5 - 15 cm","Eranthis-hyemalis","Winterling"
"Breite:","5 - 10 cm","Eranthis-hyemalis","Winterling"
"Wurzelsystem:","Zwiebel","Eranthis-hyemalis","Winterling"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Eranthis-hyemalis","Winterling"
"Blütenfarbe:"," gelb","Eranthis-hyemalis","Winterling"
"Blühzeit:","jfmamjjasond","Eranthis-hyemalis","Winterling"
"Blütenform:","schalenförmig, radiärsymmetrisch","Eranthis-hyemalis","Winterling"
"Bienen:","Bienenweide","Eranthis-hyemalis","Winterling"
"Keimer:","Kaltkeimer","Eranthis-hyemalis","Winterling"
"Ordnung:","Hahnenfußartige","Eranthis-hyemalis","Winterling"
"Familie:","Hahnenfußgewächse","Eranthis-hyemalis","Winterling"
"Gattung:","Winterlinge","Eranthis-hyemalis","Winterling"
"Licht:","Sonne bis Halbschatten","Fritillaria-imperialis","Kaiserkrone"
"Boden:","durchlässig bis lehmig","Fritillaria-imperialis","Kaiserkrone"
"Wasser:","frisch","Fritillaria-imperialis","Kaiserkrone"
"Nährstoffe:","nährstoffreicher Boden","Fritillaria-imperialis","Kaiserkrone"
"Kübel/Balkon geeignet:","ja","Fritillaria-imperialis","Kaiserkrone"
"Pflanzenart:","Zwiebel","Fritillaria-imperialis","Kaiserkrone"
"Wuchs:"," aufrecht","Fritillaria-imperialis","Kaiserkrone"
"Höhe:","50 - 150 cm","Fritillaria-imperialis","Kaiserkrone"
"Breite:","30 - 40 cm","Fritillaria-imperialis","Kaiserkrone"
"schnittverträglich:","ja","Fritillaria-imperialis","Kaiserkrone"
"Wurzelsystem:","Zwiebel","Fritillaria-imperialis","Kaiserkrone"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Fritillaria-imperialis","Kaiserkrone"
"Blütenfarbe:"," rot","Fritillaria-imperialis","Kaiserkrone"
"Blühzeit:","jfmamjjasond","Fritillaria-imperialis","Kaiserkrone"
"Blütenform:","glockenartig","Fritillaria-imperialis","Kaiserkrone"
"Bienen:","Bienenweide","Fritillaria-imperialis","Kaiserkrone"
"Pflanzen je ㎡:","4","Fritillaria-imperialis","Kaiserkrone"
"Ordnung:","Lilienartige","Fritillaria-imperialis","Kaiserkrone"
"Familie:","Liliengewächse","Fritillaria-imperialis","Kaiserkrone"
"Gattung:","Fritillaria","Fritillaria-imperialis","Kaiserkrone"
"Licht:","Sonne bis Halbschatten","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Boden:","durchlässig bis lehmig","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Wasser:","feucht bis frisch","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Nährstoffe:","nährstoffreicher Boden","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Pflanzenart:","Zwiebel","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Wuchs:"," aufrecht, leicht übergeneigt, horstig","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Höhe:","20 - 30 cm","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Breite:","15 - 25 cm","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Wurzelsystem:","Zwiebel","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Blütenfarbe:"," pink","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Blühzeit:","jfmamjjasond","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Blütenform:","glockenförmig","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Bienen:","Bienenweide (2 Arten)","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Ordnung:","Lilienartige","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Familie:","Liliengewächse","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Gattung:","Fritillaria","Fritillaria-meleagris","Schachbrettblume,Perlhuhn-Schachbrettblume"
"Licht:","Sonne bis Halbschatten","Galanthus-nivalis","Schneeglöckchen"
"Boden:","durchlässig bis lehmig","Galanthus-nivalis","Schneeglöckchen"
"Wasser:","feucht bis frisch","Galanthus-nivalis","Schneeglöckchen"
"Nährstoffe:","normaler Boden","Galanthus-nivalis","Schneeglöckchen"
"Kübel/Balkon geeignet:","ja","Galanthus-nivalis","Schneeglöckchen"
"Pflanzenart:","Zwiebel","Galanthus-nivalis","Schneeglöckchen"
"Wuchs:","aufrecht","Galanthus-nivalis","Schneeglöckchen"
"Höhe:","10 - 20 cm","Galanthus-nivalis","Schneeglöckchen"
"Breite:","5 - 10 cm","Galanthus-nivalis","Schneeglöckchen"
"Wurzelsystem:","Zwiebel","Galanthus-nivalis","Schneeglöckchen"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Galanthus-nivalis","Schneeglöckchen"
"Blütenfarbe:"," weiß","Galanthus-nivalis","Schneeglöckchen"
"Blühzeit:","jfmamjjasond","Galanthus-nivalis","Schneeglöckchen"
"Blütenform:","zweikreisig","Galanthus-nivalis","Schneeglöckchen"
"Bienen:","Bienenweide","Galanthus-nivalis","Schneeglöckchen"
"Pflanzen je ㎡:","400","Galanthus-nivalis","Schneeglöckchen"
"Ordnung:","Spargelartige","Galanthus-nivalis","Schneeglöckchen"
"Familie:","Amaryllisgewächse","Galanthus-nivalis","Schneeglöckchen"
"Gattung:","Schneeglöckchen","Galanthus-nivalis","Schneeglöckchen"
"Licht:","Halbschatten bis Schatten","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Boden:","durchlässig bis humus","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Wasser:","frisch bis trocken","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Nährstoffe:","normaler Boden","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Pflanzenart:","Zwiebel","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Wuchs:","aufrecht","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Höhe:","15 - 20 cm","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Breite:","30 - 40 cm","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Wurzelsystem:","Zwiebel","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Blütenfarbe:"," blau","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Blühzeit:","jfmamjjasond","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Blütenform:"," einfach, rispenförmig","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Bienen:","Bienenweide","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Pflanzen je ㎡:","400","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Ordnung:","Spargelartige","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Familie:","Spargelgewächse","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Gattung:","Hasenglöckchen","Hyacinthoides-non-scripta","Atlantisches Hasenglöckchen"
"Licht:","Sonne bis Halbschatten","Hyacinthus-orientalis","Gartenhyazinthe"
"Boden:","normal","Hyacinthus-orientalis","Gartenhyazinthe"
"Wasser:","frisch bis trocken","Hyacinthus-orientalis","Gartenhyazinthe"
"Nährstoffe:","normaler Boden","Hyacinthus-orientalis","Gartenhyazinthe"
"Pflanzenart:","Zwiebel","Hyacinthus-orientalis","Gartenhyazinthe"
"Wuchs:"," aufrecht","Hyacinthus-orientalis","Gartenhyazinthe"
"Höhe:","15 - 40 cm","Hyacinthus-orientalis","Gartenhyazinthe"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Hyacinthus-orientalis","Gartenhyazinthe"
"Blütenfarbe:"," blau","Hyacinthus-orientalis","Gartenhyazinthe"
"Blühzeit:","jfmamjjasond","Hyacinthus-orientalis","Gartenhyazinthe"
"Blütenform:","sternförmig, kronröhrig, radiärsymmetrisch","Hyacinthus-orientalis","Gartenhyazinthe"
"Ordnung:","Spargelartige","Hyacinthus-orientalis","Gartenhyazinthe"
"Familie:","Spargelgewächse","Hyacinthus-orientalis","Gartenhyazinthe"
"Gattung:","Hyazinthen ","Hyacinthus-orientalis","Gartenhyazinthe"
"Licht:","Sonne bis Halbschatten","Leucojum-aestivum","Sommer-Knotenblume"
"Boden:","durchlässig bis humus","Leucojum-aestivum","Sommer-Knotenblume"
"Wasser:","feucht","Leucojum-aestivum","Sommer-Knotenblume"
"Nährstoffe:","nährstoffreicher Boden","Leucojum-aestivum","Sommer-Knotenblume"
"Pflanzenart:","Zwiebel","Leucojum-aestivum","Sommer-Knotenblume"
"Wuchs:","aufrecht, überhängend","Leucojum-aestivum","Sommer-Knotenblume"
"Höhe:","30 - 40 cm","Leucojum-aestivum","Sommer-Knotenblume"
"Breite:","10 - 20 cm","Leucojum-aestivum","Sommer-Knotenblume"
"Wurzelsystem:","Zwiebel","Leucojum-aestivum","Sommer-Knotenblume"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Leucojum-aestivum","Sommer-Knotenblume"
"Blütenfarbe:"," weiß","Leucojum-aestivum","Sommer-Knotenblume"
"Blühzeit:","jfmamjjasond","Leucojum-aestivum","Sommer-Knotenblume"
"Blütenform:","glockenförmig","Leucojum-aestivum","Sommer-Knotenblume"
"Pflanzen je ㎡:","44","Leucojum-aestivum","Sommer-Knotenblume"
"Ordnung:","Spargelartige","Leucojum-aestivum","Sommer-Knotenblume"
"Familie:","Amaryllisgewächse","Leucojum-aestivum","Sommer-Knotenblume"
"Gattung:","Knotenblumen","Leucojum-aestivum","Sommer-Knotenblume"
"Licht:","Halbschatten bis Schatten","Leucojum-vernum","Märzenbecher"
"Boden:","durchlässig","Leucojum-vernum","Märzenbecher"
"Wasser:","feucht bis frisch","Leucojum-vernum","Märzenbecher"
"Nährstoffe:","nährstoffreicher Boden","Leucojum-vernum","Märzenbecher"
"PH-Wert:","sauer","Leucojum-vernum","Märzenbecher"
"Kübel/Balkon geeignet:","ja","Leucojum-vernum","Märzenbecher"
"Pflanzenart:","Zwiebel","Leucojum-vernum","Märzenbecher"
"Wuchs:"," aufrecht, überhängend","Leucojum-vernum","Märzenbecher"
"Höhe:","10 - 30 cm","Leucojum-vernum","Märzenbecher"
"Wurzelsystem:","Zwiebel","Leucojum-vernum","Märzenbecher"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Leucojum-vernum","Märzenbecher"
"Blütenfarbe:"," weiß","Leucojum-vernum","Märzenbecher"
"Blühzeit:","jfmamjjasond","Leucojum-vernum","Märzenbecher"
"Blütenform:","glockenförmig","Leucojum-vernum","Märzenbecher"
"Bienen:","Bienenweide","Leucojum-vernum","Märzenbecher"
"Ordnung:","Spargelartige","Leucojum-vernum","Märzenbecher"
"Familie:","Amaryllisgewächse","Leucojum-vernum","Märzenbecher"
"Gattung:","Knotenblumen","Leucojum-vernum","Märzenbecher"
"Licht:","Sonne bis Halbschatten","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Boden:","humus","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Wasser:","frisch bis trocken","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Nährstoffe:","nährstoffreicher Boden","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"PH-Wert:","basisch / kalk","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Pflanzenart:","Zwiebel","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Wuchs:"," aufrecht, horstbildend","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Höhe:","80 - 100 cm","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Wurzelsystem:","Zwiebel","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Frostverträglich:","bis -23 °C (bis Klimazone 6)","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Blütenfarbe:"," weiß","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Blühzeit:","jfmamjjasond","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Blütenform:","trichterförmig, dicht","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Ordnung:","Lilienartige","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Familie:","Liliengewächse","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Gattung:","Lilien","Lilium-candidum","Madonnen-Lilie,Weiße Lilie"
"Licht:","Sonne bis Halbschatten","Lilium-martagon","Türkenbundlilie"
"Boden:","durchlässig bis humus","Lilium-martagon","Türkenbundlilie"
"Wasser:","frisch bis trocken","Lilium-martagon","Türkenbundlilie"
"Nährstoffe:","nährstoffreicher Boden","Lilium-martagon","Türkenbundlilie"
"PH-Wert:","basisch / kalk","Lilium-martagon","Türkenbundlilie"
"Kübel/Balkon geeignet:","ja","Lilium-martagon","Türkenbundlilie"
"Pflanzenart:","Zwiebel","Lilium-martagon","Türkenbundlilie"
"Wuchs:","aufrecht, horstbildend","Lilium-martagon","Türkenbundlilie"
"Höhe:","40 - 100 cm","Lilium-martagon","Türkenbundlilie"
"Breite:","20 - 30 cm","Lilium-martagon","Türkenbundlilie"
"schnittverträglich:","ja","Lilium-martagon","Türkenbundlilie"
"Wurzelsystem:","Zwiebel","Lilium-martagon","Türkenbundlilie"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Lilium-martagon","Türkenbundlilie"
"Blütenfarbe:"," violett","Lilium-martagon","Türkenbundlilie"
"Blühzeit:","jfmamjjasond","Lilium-martagon","Türkenbundlilie"
"Blütenform:","kronröhrig, zweikreisig","Lilium-martagon","Türkenbundlilie"
"Schmetterlinge:","Schmetterlingsweide (5 Arten)","Lilium-martagon","Türkenbundlilie"
"Raupenfutterpflanze:","1 Arten","Lilium-martagon","Türkenbundlilie"
"Säugetiere:","1 fressende Arten","Lilium-martagon","Türkenbundlilie"
"Ordnung:","Lilienartige","Lilium-martagon","Türkenbundlilie"
"Familie:","Liliengewächse","Lilium-martagon","Türkenbundlilie"
"Gattung:","Lilien","Lilium-martagon","Türkenbundlilie"
"Licht:","Sonne","Lilium-regale","Königs-Lilie"
"Boden:","durchlässig bis humus","Lilium-regale","Königs-Lilie"
"Wasser:","frisch","Lilium-regale","Königs-Lilie"
"Nährstoffe:","nährstoffreicher Boden","Lilium-regale","Königs-Lilie"
"Kübel/Balkon geeignet:","ja, Kübelgröße mittel","Lilium-regale","Königs-Lilie"
"Pflanzenart:","Zwiebel","Lilium-regale","Königs-Lilie"
"Wuchs:"," aufrecht","Lilium-regale","Königs-Lilie"
"Höhe:","50 - 130 cm","Lilium-regale","Königs-Lilie"
"Breite:","30 - 50 cm","Lilium-regale","Königs-Lilie"
"Wurzelsystem:","Zwiebel","Lilium-regale","Königs-Lilie"
"Frostverträglich:","bis -28 °C (bis Klimazone 5)","Lilium-regale","Königs-Lilie"
"Blütenfarbe:"," rosa","Lilium-regale","Königs-Lilie"
"Blühzeit:","jfmamjjasond","Lilium-regale","Königs-Lilie"
"Blütenform:","trichterförmig","Lilium-regale","Königs-Lilie"
"Bienen:","Bienenweide","Lilium-regale","Königs-Lilie"
"Schmetterlinge:","Schmetterlingsweide","Lilium-regale","Königs-Lilie"
"Pflanzen je ㎡:","11","Lilium-regale","Königs-Lilie"
"Ordnung:","Lilienartige","Lilium-regale","Königs-Lilie"
"Familie:","Liliengewächse","Lilium-regale","Königs-Lilie"
"Gattung:","Lilien","Lilium-regale","Königs-Lilie"
"Licht:","Sonne","Mirabilis-jalapa","Wunderblume"
"Boden:","humus","Mirabilis-jalapa","Wunderblume"
"Wasser:","frisch","Mirabilis-jalapa","Wunderblume"
"Nährstoffe:","nährstoffreicher Boden","Mirabilis-jalapa","Wunderblume"
"Pflanzenart:","Einjährige","Mirabilis-jalapa","Wunderblume"
"Wuchs:","aufrecht, dicht","Mirabilis-jalapa","Wunderblume"
"Höhe:","60 - 100 cm","Mirabilis-jalapa","Wunderblume"
"Frostverträglich:","bis 4 °C (bis Klimazone 11)","Mirabilis-jalapa","Wunderblume"
"Blühzeit:","jfmamjjasond","Mirabilis-jalapa","Wunderblume"
"Blütenform:","rispenförmig","Mirabilis-jalapa","Wunderblume"
"Ordnung:","Nelkenartige","Mirabilis-jalapa","Wunderblume"
"Familie:","Wunderblumengewächse","Mirabilis-jalapa","Wunderblume"
"Gattung:","Wunderblumen","Mirabilis-jalapa","Wunderblume"
"Licht:","Sonne bis Halbschatten","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Boden:","durchlässig bis lehmig","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Wasser:","frisch bis trocken","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Nährstoffe:","normaler Boden","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Kübel/Balkon geeignet:","ja","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Pflanzenart:","Zwiebel","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Wuchs:"," aufrecht","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Höhe:","10 - 20 cm","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Wurzelsystem:","Zwiebel","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Blütenfarbe:"," blau","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Blühzeit:","jfmamjjasond","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Blütenform:","traubenförmig","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Bienen:","Bienenweide","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Pflanzen je ㎡:","400","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Ordnung:","Spargelartige","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Familie:","Spargelgewächse","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Gattung:","Traubenhyazinthen","Muscari-botryoides","Kleine Traubenhyazinthe,Straußhyazinthe"
"Licht:","Sonne","Muscari-neglectum","Weinbergs-Träubel"
"Boden:","durchlässig bis normal","Muscari-neglectum","Weinbergs-Träubel"
"Wasser:","frisch bis trocken","Muscari-neglectum","Weinbergs-Träubel"
"Nährstoffe:","normaler Boden","Muscari-neglectum","Weinbergs-Träubel"
"Kübel/Balkon geeignet:","ja","Muscari-neglectum","Weinbergs-Träubel"
"Pflanzenart:","Zwiebel","Muscari-neglectum","Weinbergs-Träubel"
"Wuchs:"," aufrecht","Muscari-neglectum","Weinbergs-Träubel"
"Höhe:","10 - 20 cm","Muscari-neglectum","Weinbergs-Träubel"
"Wurzelsystem:","Zwiebel","Muscari-neglectum","Weinbergs-Träubel"
"Frostverträglich:","bis -34 °C (bis Klimazone 4)","Muscari-neglectum","Weinbergs-Träubel"
"Blütenfarbe:"," blau","Muscari-neglectum","Weinbergs-Träubel"
"Blühzeit:","jfmamjjasond","Muscari-neglectum","Weinbergs-Träubel"
"Blütenform:","becherförmig bis kelchförmig, kronröhrig","Muscari-neglectum","Weinbergs-Träubel"
"Schmetterlinge:","Schmetterlingsweide (1 Arten)","Muscari-neglectum","Weinbergs-Träubel"
"Raupenfutterpflanze:","1 Arten","Muscari-neglectum","Weinbergs-Träubel"
"Säugetiere:","1 fressende Arten","Muscari-neglectum","Weinbergs-Träubel"
"Ordnung:","Spargelartige","Muscari-neglectum","Weinbergs-Träubel"
"Familie:","Spargelgewächse","Muscari-neglectum","Weinbergs-Träubel"
"Gattung:","Traubenhyazinthen","Muscari-neglectum","Weinbergs-Träubel"
"Licht:","Sonne bis Halbschatten","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Boden:","durchlässig bis humus","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Wasser:","feucht bis frisch","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Nährstoffe:","normaler Boden","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Kübel/Balkon geeignet:","ja","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Pflanzenart:","Zwiebel","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Wuchs:","aufrecht, horstbildend","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
"Höhe:","40 - 50 cm","Narcissus-poeticus","Dichter-Narzisse,Weiße Narzisse, Echte Narzisse"
