"fed_state","species_cleaned","species_naturadb","rl_cat","naturadb_common_name","Bienen","Blütenfarbe","Boden","Dachbegrünung geeignet","Familie","Frostverträglich","Gattung","Höhe","Kübel/Balkon geeignet","Licht","Nährstoffe","PH-Wert","Säugetiere","Schmetterlinge","Vögel","Wasser"
"Brandenburg","Scorzonera humilis","scorzonera-humilis","2","Niedrige Schwarzwurzel,Gartenschwarzwurzel","Bienenweide (3 Arten)","gelb","durchlässig bis humus",NA,"Korbblütler",NA,"Schwarzwurzel","10 - 40 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Brandenburg","Scorzonera purpurea","scorzonera-purpurea","2","Rote Schwarzwurzel,Violette Schwarzwurzel",NA,"pink","durchlässig",NA,"Korbblütler",NA,"Schwarzwurzel","20 - 50 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"feucht bis trocken"
"Brandenburg","Senecio erucifolius","senecio-erucifolius","2","Raukenblättriges Greiskraut,Raukenblättrige Greiskraut","Bienenweide","gelb","durchlässig bis lehmig",NA,"Korbblütler","bis -34 °C (bis Klimazone 4)","Greiskräuter","30 - 120 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Senecio sarracenicus","senecio-sarracenicus","2","Fluss-Greiskraut,Fluss-Kreuzkraut",NA,NA,NA,NA,"Korbblütler",NA,"Greiskräuter",NA,NA,"",NA,NA,NA,NA,NA,""
"Brandenburg","Serratula tinctoria","serratula-tinctoria","2","Färber-Scharte","Bienenweide","violett","lehmig",NA,"Korbblütler","bis -23 °C (bis Klimazone 6)","Scharten","30 - 60 cm",NA,"Sonne bis Schatten","normaler Boden",NA,"3 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"feucht bis frisch"
"Brandenburg","Seseli annuum","seseli-annuum","2","Steppenfenchel",NA,"weiß","lehmig",NA,"Doldenblütler",NA,"Seseli","10 - 60 cm",NA,"Sonne","normaler Boden","basisch / kalk",NA,NA,NA,"trocken"
"Brandenburg","Sherardia arvensis","sherardia-arvensis","2","Ackerröte",NA,"lila","lehmig",NA,"Rötegewächse",NA,"Sherardia","5 - 20 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Silaum silaus","silaum-silaus","2","Wiesen-Silau,Silau, Gewöhnliche Wiesensilge",NA,"grün","durchlässig bis lehmig",NA,"Doldenblütler",NA,"Wiesensilge","30 - 100 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"feucht bis frisch"
"Brandenburg","Silene noctiflora","silene-noctiflora","2","Acker-Lichtnelke",NA,"rosa","normal bis lehmig",NA,"Nelkengewächse",NA,"Leimkräuter","30 - 100 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"trocken"
"Brandenburg","Silene viscaria","silene-viscaria","2","Gewöhnliche Pechnelke","Bienenweide","rosa","durchlässig bis normal",NA,"Nelkengewächse","bis -34 °C (bis Klimazone 4)","Leimkräuter","30 - 60 cm","ja","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Brandenburg","Sorbus torminalis","sorbus-torminalis","2","Elsbeere,Atlasbeere, Elzeberere",NA,"weiß","normal bis humus",NA,"Rosengewächse","bis -23 °C (bis Klimazone 6)","Mehlbeeren","5 - 15 m",NA,"Sonne","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (4 Arten)","Vogelnährgehölz","trocken"
"Brandenburg","Stratiotes aloides","stratiotes-aloides","2","Krebsschere",NA,"weiß",NA,NA,"Froschbissgewächse","bis -28 °C (bis Klimazone 5)","Stratiotes","20 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Brandenburg","Succisa pratensis","succisa-pratensis","2","Teufelsabbiss","Bienenweide (5 Arten)","lila","normal",NA,"Geißblattgewächse","bis -28 °C (bis Klimazone 5)","Succisa","30 - 50 cm","ja","Sonne","normaler Boden",NA,"3 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"feucht bis frisch"
"Brandenburg","Tanacetum corymbosum","tanacetum-corymbosum","2","Straußblütige Wucherblume,Straußblütige Margerite","Bienenweide (1 Arten)","weiß","durchlässig bis humus",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Wucherblumen","50 - 100 cm",NA,"Sonne bis Halbschatten","normaler bis nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Brandenburg","Trifolium montanum","trifolium-montanum","2","Berg-Klee","Bienenweide (2 Arten)","weiß","lehmig",NA,"Hülsenfrüchtler",NA,"Klee","15 - 40 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (6 Arten)",NA,"trocken"
"Brandenburg","Tulipa sylvestris","tulipa-sylvestris","2","Wilde Tulpe,Weinbergstulpe, Wald-Tulpe","Bienenweide","gelb","durchlässig bis lehmig",NA,"Liliengewächse","bis -28 °C (bis Klimazone 5)","Tulpen","20 - 40 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Brandenburg","Vaccinium uliginosum","vaccinium-uliginosum","2","Rauschbeere,Moor-Heidelbeere","Bienenweide (2 Arten)","rosa","durchlässig bis lehmig",NA,"Heidekrautgewächse","bis -45,5 °C (bis Klimazone 2)","Heidelbeeren","50 - 90 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","sauer","12 fressende Arten","Schmetterlingsweide (41 Arten)",NA,"feucht bis frisch"
"Brandenburg","Verbena officinalis","verbena-officinalis","2","Echtes Eisenkraut,Taubenkraut, Katzenblutkraut, Sagenkraut, Verbene, Wunschkraut","Bienenweide (1 Arten)","lila","normal bis lehmig",NA,"Eisenkrautgewächse","bis -34 °C (bis Klimazone 4)","Verbenen","20 - 80 cm",NA,"Sonne","normaler Boden",NA,NA,NA,NA,"feucht bis frisch"
"Brandenburg","Veronica teucrium","veronica-teucrium","2","Großer Ehrenpreis,Aufrechter Ehrenpreis","Bienenweide (5 Arten)","blau","durchlässig bis lehmig","ja","Wegerichgewächse","bis -23 °C (bis Klimazone 6)","Ehrenpreis","40 - 100 cm","ja, Kübelgröße mittel","Sonne","nährstoffarmer bis normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Brandenburg","Vicia dumetorum","vicia-dumetorum","2","Hecken-Wicke",NA,"pink","durchlässig bis lehmig",NA,"Hülsenfrüchtler",NA,"Wicken","1 - 1,5 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Brandenburg","Viola rupestris","viola-rupestris","2","Sand-Veilchen",NA,"blau","durchlässig bis humus",NA,"Veilchengewächse","bis -28 °C (bis Klimazone 5)","Veilchen","3 - 8 cm",NA,"Sonne bis Halbschatten","nährstoffarmer bis normaler Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"trocken"
"Brandenburg","Adonis vernalis","adonis-vernalis","3","Frühlings-Adonisröschen","Bienenweide (2 Arten)","gelb","durchlässig bis normal",NA,"Hahnenfußgewächse",NA,"Adonisröschen","15 - 20 cm","ja, Kübelgröße klein","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"frisch bis trocken"
"Brandenburg","Alisma lanceolatum","alisma-lanceolatum","3","Lanzettblättriger Froschlöffel",NA,"rosa",NA,NA,"Froschlöffelgewächse","bis -23 °C (bis Klimazone 6)","Froschlöffel","30 - 90 cm",NA,"Sonne","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Brandenburg","Allium angulosum","allium-angulosum","3","Kanten-Lauch","Bienenweide (1 Arten)","rosa","durchlässig bis lehmig",NA,"Amaryllisgewächse","bis -17 °C (bis Klimazone 7)","Lauch","20 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Brandenburg","Alyssum alyssoides","alyssum-alyssoides","3","Kelch-Steinkraut",NA,"gelb","durchlässig",NA,"Kreuzblütlergewächse",NA,"Steinkräuter","5 - 20 cm",NA,"Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Brandenburg","Anthericum liliago","anthericum-liliago","3","Traubige Graslilie,Astlose Graslilie","Bienenweide","weiß","durchlässig bis normal",NA,"Spargelgewächse","bis -17 °C (bis Klimazone 7)","Graslilien","30 - 60 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Anthericum ramosum","anthericum-ramosum","3","Ästige Graslilie,Rispige Graslilie","Bienenweide (2 Arten)","weiß","durchlässig",NA,"Spargelgewächse","bis -17 °C (bis Klimazone 7)","Graslilien","30 - 60 cm","ja","Sonne","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Anthyllis vulneraria","anthyllis-vulneraria","3","Gewöhnlicher Wundklee","Bienenweide (4 Arten)","gelb","durchlässig","ja","Hülsenfrüchtler","bis -17 °C (bis Klimazone 7)","Wundklee","15 - 30 cm","ja, Kübelgröße mittel","Sonne","nährstoffarmer Boden",NA,"2 fressende Arten","Schmetterlingsweide (6 Arten)",NA,"frisch bis trocken"
"Brandenburg","Arabis hirsuta","arabis-hirsuta","3","Behaarte Gänsekresse,Rauhaarige Gänsekresse",NA,"weiß","durchlässig bis normal",NA,"Kreuzblütlergewächse",NA,"Gänsekresse","10 - 80 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,"Schmetterlingsweide (4 Arten)",NA,"trocken"
"Brandenburg","Asperula tinctoria","asperula-tinctoria","3","Färber-Meier","Bienenweide","weiß","durchlässig bis humus",NA,"Rubiaceae","bis -34 °C (bis Klimazone 4)","Meier","20 - 70 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Brandenburg","Asplenium ruta-muraria","asplenium-ruta-muraria","3","Mauer-Streifenfarn,Mauerraute",NA,"grün","durchlässig bis normal",NA,"Streifenfarngewächse","bis -23 °C (bis Klimazone 6)","Streifenfarne","10 - 20 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Aster linosyris","aster-linosyris","3","Goldhaar-Aster","Bienenweide","gelb","durchlässig bis normal","ja","Korbblütler","bis -34 °C (bis Klimazone 4)","Astern","40 - 60 cm","ja, Kübelgröße mittel","Sonne","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"frisch bis trocken"
"Brandenburg","Briza media","briza-media","3","Gewöhnliches Zittergras",NA,"grün","durchlässig bis humus","ja","Süßgräser","bis -28 °C (bis Klimazone 5)","Zittergräser","20 - 40 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,"3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Brandenburg","Calla palustris","calla-palustris","3","Sumpfkalla,Drachenwurz",NA,"weiß","lehmig",NA,"Aronstabgewächse","bis -34 °C (bis Klimazone 4)","Calla","15 - 50 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht"
"Brandenburg","Caltha palustris","caltha-palustris","3","Sumpf-Dotterblume","Bienenweide","gelb","lehmig",NA,"Hahnenfußgewächse","bis -40 °C (bis Klimazone 3)","Dotterblume","15 - 40 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden","sauer","3 fressende Arten","Schmetterlingsweide (4 Arten)",NA,"feucht"
"Brandenburg","Campanula sibirica","campanula-sibirica","3","Steppen-Glockenblume","Bienenweide (4 Arten)","blau","durchlässig",NA,"Glockenblumengewächse","bis -28 °C (bis Klimazone 5)","Glockenblumen","15 - 60 cm",NA,"Sonne","normaler Boden",NA,NA,"Schmetterlingsweide",NA,"trocken"
"Brandenburg","Cardamine amara","cardamine-amara","3","Kressen-Schaumkraut",NA,"weiß","lehmig",NA,"Kreuzblütler",NA,"Schaumkräuter","10 - 60 cm",NA,"Schatten","nährstoffreicher Boden",NA,"4 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"feucht"
"Brandenburg","Carex flacca","carex-flacca","3","Blaugrüne Segge",NA,"braun","durchlässig bis humus","ja","Sauergrasgewächse","bis -28 °C (bis Klimazone 5)","Seggen","30 - 60 cm","ja","Sonne bis Halbschatten","normaler Boden","basisch / kalk","5 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"frisch"
"Brandenburg","Carex humilis","carex-humilis","3","Erd-Segge,Zwergsegge",NA,"gelb","durchlässig bis normal",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Seggen","20 - 30 cm","ja","Sonne","nährstoffarmer Boden",NA,NA,NA,NA,"trocken"
"Brandenburg","Centaurium erythraea","centaurium-erythraea","3","Echtes Tausendgüldenkraut","Bienenweide (1 Arten)","rosa","durchlässig bis humus",NA,"Enziangewächse","bis -12 °C (bis Klimazone 8)","Tausendgüldenkraut","10 - 40 cm",NA,"Sonne",NA,NA,NA,NA,NA,"frisch bis trocken"
"Brandenburg","Chaerophyllum aromaticum","chaerophyllum-aromaticum","3","Gewürz-Kälberkropf",NA,"weiß","lehmig",NA,"Doldenblütler","bis -23 °C (bis Klimazone 6)","Kälberkröpfe","1,2 - 1,5 m",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"feucht bis frisch"
"Brandenburg","Cladium mariscus","cladium-mariscus","3","Binsen-Schneide",NA,"braun","lehmig",NA,"Sauergrasgewächse","bis -40 °C (bis Klimazone 3)","Schneiden","80 - 200 cm",NA,"Sonne","normaler Boden","sauer",NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Brandenburg","Clinopodium vulgare","clinopodium-vulgare","3","Gemeiner Wirbeldost","Bienenweide (2 Arten)","pink","durchlässig bis normal",NA,"Lippenblütler",NA,"Bergminzen","30 - 60 cm","ja, Kübelgröße mittel","Sonne","nährstoffarmer Boden",NA,NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Brandenburg","Consolida regalis","consolida-regalis","3","Gewöhnlicher Feldrittersporn,Ackerrittersporn","Bienenweide (2 Arten)","blau","durchlässig bis lehmig",NA,"Hahnenfußgewächse",NA,"Feldrittersporne","20 - 40 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk","3 fressende Arten","Schmetterlingsweide (3 Arten)",NA,"frisch bis trocken"
"Brandenburg","Corydalis intermedia","corydalis-intermedia","3","Mittlerer Lerchensporn",NA,"pink","lehmig",NA,"Mohngewächse",NA,"Lerchensporne","7 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"feucht"
"Brandenburg","Corydalis pumila","corydalis-pumila","3","Zwerg-Lerchensporn",NA,"violett","normal bis humus",NA,"Mohngewächse","bis -28 °C (bis Klimazone 5)","Lerchensporne","10 - 20 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,"Schmetterlingsweide (1 Arten)",NA,"frisch"
"Brandenburg","Crepis paludosa","crepis-paludosa","3","Sumpf-Pippau",NA,"gelb","humus",NA,"Korbblütler",NA,"Pippau","30 - 120 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","sauer",NA,"Schmetterlingsweide (4 Arten)",NA,"feucht"
"Brandenburg","Cruciata laevipes","cruciata-laevipes","3","Gewimpertes Kreuzlabkraut",NA,"gelb","lehmig",NA,"Rötegewächse",NA,"Cruciata","10 - 50 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Brandenburg","Cynosurus cristatus","cynosurus-cristatus","3","Weide-Kammgras",NA,"grün","lehmig",NA,"Süßgräser",NA,"Kammgräser","20 - 60 cm",NA,"Sonne","nährstoffreicher Boden","sauer","5 fressende Arten","Schmetterlingsweide (5 Arten)",NA,"frisch"
"Brandenburg","Dianthus carthusianorum","dianthus-carthusianorum","3","Karthäuser-Nelke","Bienenweide (3 Arten)","pink","durchlässig",NA,"Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","15 - 40 cm","ja","Sonne","nährstoffarmer Boden",NA,"3 fressende Arten","Schmetterlingsweide (16 Arten)",NA,"trocken"
"Brandenburg","Dianthus deltoides","dianthus-deltoides","3","Heide-Nelke","Bienenweide","pink","durchlässig bis lehmig","ja","Nelkengewächse","bis -40 °C (bis Klimazone 3)","Nelken","15 - 30 cm","ja","Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Eleocharis acicularis","eleocharis-acicularis","3","Nadel-Sumpfbinse",NA,"braun","humus",NA,"Sauergrasgewächse","bis -28 °C (bis Klimazone 5)","Sumpfbinsen","2 - 10 cm","ja","Sonne bis Halbschatten","nährstoffarmer Boden",NA,NA,NA,NA,"feucht"
"Brandenburg","Eriophorum angustifolium","eriophorum-angustifolium","3","Schmalblättriges Wollgras",NA,"weiß","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","30 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Brandenburg","Eriophorum vaginatum","eriophorum-vaginatum","3","Scheidiges Wollgras",NA,"weiß","durchlässig bis humus",NA,"Sauergrasgewächse","bis -34 °C (bis Klimazone 4)","Wollgräser","20 - 60 cm",NA,"Sonne","nährstoffarmer Boden","sauer","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Brandenburg","Eryngium campestre","eryngium-campestre","3","Feld-Mannstreu","Bienenweide (10 Arten)","weiß","durchlässig bis normal",NA,"Doldenblütler","bis -28 °C (bis Klimazone 5)","Mannstreu","15 - 60 cm",NA,"Sonne","nährstoffarmer Boden","basisch / kalk",NA,"Schmetterlingsweide (3 Arten)",NA,"frisch"
"Brandenburg","Euphorbia palustris","euphorbia-palustris","3","Sumpf-Wolfsmilch",NA,"gelb","lehmig",NA,"Wolfsmilchgewächse","bis -28 °C (bis Klimazone 5)","Wolfsmilch","80 - 100 cm","ja","Sonne bis Halbschatten","nährstoffreicher Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht bis frisch"
"Brandenburg","Euphrasia stricta","euphrasia-stricta","3","Steifer Augentrost",NA,"lila","durchlässig",NA,"Sommerwurzgewächse",NA,"Augentrost","5 - 30 cm",NA,"Sonne","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Brandenburg","Fragaria viridis","fragaria-viridis","3","Knack-Erdbeere,Hügel-Erdbeere",NA,"weiß","durchlässig bis humus",NA,"Rosengewächse",NA,"Erdbeeren","5 - 15 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch"
"Brandenburg","Gagea villosa","gagea-villosa","3","Acker-Gelbstern,Acker-Goldstern","Bienenweide (1 Arten)","gelb","durchlässig bis humus",NA,"Liliengewächse",NA,"Gelbsterne","8 - 15 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,NA,NA,"frisch bis trocken"
"Brandenburg","Galium boreale","galium-boreale","3","Nordisches Labkraut",NA,"weiß","durchlässig bis lehmig",NA,"Rötegewächse","bis -45,5 °C (bis Klimazone 2)","Labkräuter","30 - 50 cm",NA,"Sonne bis Halbschatten","normaler Boden","basisch / kalk",NA,NA,NA,"feucht bis frisch"
"Brandenburg","Galium sylvaticum","galium-sylvaticum","3","Wald-Labkraut",NA,"weiß","durchlässig bis humus",NA,"Rötegewächse","bis -28 °C (bis Klimazone 5)","Labkräuter","30 - 100 cm",NA,"Sonne bis Halbschatten","nährstoffreicher Boden",NA,"12 fressende Arten","Schmetterlingsweide (12 Arten)",NA,"frisch"
"Brandenburg","Genista tinctoria","genista-tinctoria","3","Färber-Ginster","Bienenweide (3 Arten)","gelb","durchlässig bis humus",NA,"Hülsenfrüchtler","bis -28 °C (bis Klimazone 5)","Ginster","50 - 100 cm","ja","Sonne bis Halbschatten","normaler Boden","sauer",NA,"Schmetterlingsweide (20 Arten)",NA,"feucht bis frisch"
"Brandenburg","Geranium palustre","geranium-palustre","3","Sumpf-Storchschnabel","Bienenweide","rosa","durchlässig bis lehmig",NA,"Storchschnabelgewächse","bis -23 °C (bis Klimazone 6)","Storchschnäbel","30 - 60 cm",NA,"Halbschatten bis Schatten","nährstoffreicher Boden","basisch / kalk","1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"feucht"
"Brandenburg","Geranium pratense","geranium-pratense","3","Wiesen-Storchschnabel","Bienenweide (1 Arten)","blau","durchlässig bis humus",NA,"Storchschnabelgewächse","bis -34 °C (bis Klimazone 4)","Storchschnäbel","60 - 70 cm",NA,"Sonne","nährstoffreicher Boden",NA,"7 fressende Arten","Schmetterlingsweide (7 Arten)",NA,"frisch bis trocken"
"Brandenburg","Gymnocarpium dryopteris","gymnocarpium-dryopteris","3","Eichenfarn",NA,NA,"durchlässig bis humus",NA,"Wimpernfarngewächse",NA,"Eichenfarne","5 - 40 cm",NA,"Sonne bis Schatten","nährstoffreicher Boden","sauer",NA,NA,NA,"frisch"
"Brandenburg","Helictotrichon pubescens","helictotrichon-pubescens","3","Flaumiger Wiesenhafer",NA,"grün",NA,NA,"Süßgräser",NA,"Helictotrichon","30 - 130 cm",NA,"Sonne","nährstoffreicher Boden","basisch / kalk",NA,"Schmetterlingsweide (1 Arten)",NA,"trocken"
"Brandenburg","Hieracium piloselloides","hieracium-piloselloides","3","Florentiner Habichtskraut","Bienenweide (1 Arten)","gelb","normal",NA,"Korbblütler",NA,"Habichtskräuter","20 - 40 cm",NA,"Sonne","nährstoffarmer Boden",NA,"1 fressende Arten","Schmetterlingsweide (1 Arten)",NA,"frisch bis trocken"
"Brandenburg","Hottonia palustris","hottonia-palustris","3","Wasserfeder,Wasserprimel",NA,"rosa","normal bis lehmig",NA,"Primelgewächse","bis -23 °C (bis Klimazone 6)","Wasserfedern","30 - 50 cm","ja","Sonne bis Schatten","nährstoffreicher Boden","sauer",NA,NA,NA,"Wasserpflanze"
"Brandenburg","Hydrocharis morsus-ranae","hydrocharis-morsus-ranae","3","Europäischer Froschbiss",NA,"weiß","lehmig",NA,"Froschbissgewächse","bis -34 °C (bis Klimazone 4)","Hydrocharis","5 - 10 cm","ja, Kübelgröße mittel","Sonne bis Halbschatten","nährstoffreicher Boden",NA,NA,NA,NA,"Wasserpflanze"
"Brandenburg","Inula britannica","inula-britannica","3","Wiesen-Alant","Bienenweide (3 Arten)","gelb","durchlässig bis normal",NA,"Korbblütler","bis -17 °C (bis Klimazone 7)","Alante","20 - 60 cm",NA,"Sonne bis Halbschatten","normaler Boden",NA,NA,NA,NA,"feucht bis frisch"
