Bundesland,Wissenschaftlicher Name,Deutscher Name,Familie,Gefährdung,Licht,Wasser,Nährstoffe,PH-Wert,Boden,Frostverträglich,Maximale Höhe,Blütenfarbe,Bienen,Schmetterlinge,Vögel,Säugetiere,Dachbegrünung,Balkon,h_binned
Brandenburg,Phegopteris connectilis,Buchenfarn,Sumpffarngewächse,3,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,sauer,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,grün,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Phleum phleoides,Steppen-Lieschgras,Süßgräser,3,Sonne,trocken,normaler Boden,NA,normal,NA,50,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Brandenburg,Polygala vulgaris,Gewöhnliches Kreuzblümchen,Kreuzblumengewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,25,blau,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,0-40 cm
Brandenburg,Potamogeton lucens,Spiegelndes Laichkraut,Laichkrautgewächse,3,NA,Wasserpflanze,nährstoffarmer Boden,NA,NA,bis -23 °C (bis Klimazone 6),350,grün,NA,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Potentilla neumanniana,"Frühlings-Fingerkraut,Potentilla verna",Rosengewächse,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,normal,bis -28 °C (bis Klimazone 5),10,gelb,Bienenweide (30 Arten),Schmetterlingsweide (11 Arten),NA,10 fressende Arten,ja,"ja, Kübelgröße mittel",0-40 cm
Brandenburg,Potentilla palustris,"Sumpfblutauge,Sumpf-Fingerkraut",Rosengewächse,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,sauer,lehmig,bis -40 °C (bis Klimazone 3),70,rot,Bienenweide,NA,NA,NA,NA,NA,60-100 cm
Brandenburg,Primula veris,"Wiesen-Schlüsselblume,Wald-Schlüsselblume",Primelgewächse,3,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),20,gelb,Bienenweide (2 Arten),Schmetterlingsweide (7 Arten),NA,7 fressende Arten,NA,ja,0-40 cm
Brandenburg,Ranunculus lanuginosus,Wolliger Hahnenfuß,Hahnenfußgewächse,3,Schatten,frisch,nährstoffreicher Boden,basisch / kalk,lehmig,NA,70,gelb,Bienenweide (3 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Brandenburg,Ranunculus lingua,Zungen-Hahnenfuß,Hahnenfußgewächse,3,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -34 °C (bis Klimazone 4),130,gelb,Bienenweide,NA,NA,NA,NA,ja,100+ cm
Brandenburg,Rhinanthus serotinus,Großer Klappertopf,Sommerwurzgewächse,3,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,NA,lehmig,NA,60,gelb,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,40-60 cm
Brandenburg,Rubus saxatilis,Steinbeere,Rosengewächse,3,Sonne bis Halbschatten,frisch,normaler Boden,basisch / kalk,durchlässig bis humus,bis -34 °C (bis Klimazone 4),200,weiß,NA,Schmetterlingsweide (3 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Salix aurita,"Ohr-Weide,Öhrchen-Weide. Salbei-Weide",Weidengewächse,3,Sonne bis Halbschatten,feucht,normaler Boden,NA,normal,NA,300,gelb,Bienenweide (17 Arten),Schmetterlingsweide (33 Arten),NA,33 fressende Arten,NA,NA,100+ cm
Brandenburg,Salix repens,Kriech-Weide,Weidengewächse,3,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,NA,100,gelb,Bienenweide (9 Arten),Schmetterlingsweide (4 Arten),Vogelnährgehölz,16 fressende Arten,NA,ja,60-100 cm
Brandenburg,Salvia pratensis,Wiesensalbei,Lippenblütler,3,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -40 °C (bis Klimazone 3),50,blau,Bienenweide (20 Arten),Schmetterlingsweide (26 Arten),NA,16 fressende Arten,NA,ja,40-60 cm
Brandenburg,Salvia verticillata,Quirlblütiger Salbei,Lippenblütler,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig,bis -23 °C (bis Klimazone 6),60,violett,Bienenweide (2 Arten),Schmetterlingsweide,NA,NA,ja,ja,40-60 cm
Brandenburg,Sanguisorba minor,"Kleiner Wiesenknopf,Pimpinelle",Rosengewächse,3,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),100,rot,Bienenweide,Schmetterlingsweide (9 Arten),NA,9 fressende Arten,ja,ja,60-100 cm
Brandenburg,Sanicula europaea,Wald-Sanikel,Doldenblütler,3,Sonne bis Halbschatten,trocken,normaler Boden,basisch / kalk,lehmig,NA,50,gelb,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Sedum rupestre,"Felsen-Fetthenne,Tripmadam",Dickblattgewächse,3,Sonne bis Halbschatten,trocken,NA,NA,durchlässig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandenburg,Selinum carvifolia,"Kümmel-Silge,Kümmelblättrige Silge",Doldenblütler,3,Sonne,feucht bis frisch,nährstoffarmer Boden,NA,NA,NA,80,weiß,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,60-100 cm
Brandenburg,Senecio paludosus,"Sumpf-Greiskraut,Sumpf-Kreuzkraut, Jacobaea paludosa",Korbblütler,3,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -17 °C (bis Klimazone 7),200,gelb,NA,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Silene otites,Ohrlöffel-Leimkraut,Nelkengewächse,3,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,NA,60,gelb,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,40-60 cm
Brandenburg,Stachys recta,Aufrechter Ziest,Lippenblütler,3,Sonne,trocken,nährstoffarmer bis normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),60,gelb,Bienenweide (10 Arten),Schmetterlingsweide (5 Arten),NA,4 fressende Arten,NA,NA,40-60 cm
Brandenburg,Stipa capillata,"Haar-Pfriemengras,Büschel Haargras, Haarfedergras",Süßgräser,3,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,durchlässig bis normal,bis -17 °C (bis Klimazone 7),60,weiß,NA,NA,NA,NA,ja,ja,40-60 cm
Brandenburg,Teucrium scordium,"Knoblauch-Gamander,Lauch-Gamander",Lippenblütler,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,NA,25,rosa,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Thalictrum minus,Kleine Wiesenraute,Hahnenfußgewächse,3,Halbschatten bis Schatten,frisch bis trocken,nährstoffreicher Boden,NA,humus,bis -23 °C (bis Klimazone 6),100,gelb,Bienenweide,Schmetterlingsweide (4 Arten),NA,4 fressende Arten,NA,NA,60-100 cm
Brandenburg,Trientalis europaea,Siebenstern,Primelgewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,sauer,durchlässig bis normal,NA,25,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Trifolium alpestre,Hügel-Klee,Hülsenfrüchtler,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig bis lehmig,NA,40,rosa,Bienenweide (1 Arten),Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Brandenburg,Triglochin maritimum,"Strand-Dreizack,Salz-Dreizack, Röhrkohl",Hülsenfrüchtler,3,NA,feucht bis frisch,normaler Boden,NA,durchlässig,NA,40,grün,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Trisetum flavescens,Wiesen-Goldhafer,Süßgräser,3,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis lehmig,NA,80,gelb,NA,NA,NA,NA,NA,NA,60-100 cm
Brandenburg,Ulmus glabra,Berg-Ulme,Ulmengewächse,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),3500,braun,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Ulmus minor,Feld-Ulme,Ulmengewächse,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),3000,rot,NA,Schmetterlingsweide (15 Arten),NA,15 fressende Arten,NA,NA,100+ cm
Brandenburg,Utricularia vulgaris,Gewöhnlicher Wasserschlauch,NA,3,NA,Wasserpflanze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandenburg,Vaccinium oxycoccos,"Gewöhnliche Moosbeere,Kranbeere",Heidekrautgewächse,3,Sonne bis Halbschatten,feucht bis frisch,nährstoffarmer Boden,sauer,durchlässig bis lehmig,"bis -45,5 °C (bis Klimazone 2)",6,rosa,Bienenweide (1 Arten),Schmetterlingsweide (9 Arten),NA,NA,NA,ja,0-40 cm
Brandenburg,Valeriana dioica,Kleiner Baldrian,Geißblattgewächse,3,Sonne bis Halbschatten,feucht bis frisch,normaler bis nährstoffreicher Boden,NA,lehmig,NA,30,rosa,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,0-40 cm
Brandenburg,Valeriana sambucifolia,Holunderblättriger Baldrian,Geißblattgewächse,3,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Veronica prostrata,Niederliegender Ehrenpreis,Wegerichgewächse,3,Sonne,trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -28 °C (bis Klimazone 5),15,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Veronica spicata,"Ähriger Ehrenpreis,Pseudolysimachion spicatum",Wegerichgewächse,3,Sonne,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis normal,bis -40 °C (bis Klimazone 3),50,blau,Bienenweide (1 Arten),Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",40-60 cm
Brandenburg,Vicia sylvatica,Wald-Wicke,Hülsenfrüchtler,3,Sonne bis Schatten,trocken,nährstoffarmer Boden,NA,durchlässig bis normal,NA,200,violett,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Vincetoxicum hirundinaria,Weiße Schwalbenwurz,Hundsgiftgewächse,3,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),120,weiß,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,100+ cm
Brandenburg,Acer campestre,"Feldahorn,Maßholder",Seifenbaumgewächse,G,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer bis normaler Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),1500,grün,Bienenweide (16 Arten),Schmetterlingsweide (23 Arten),Vogelnährgehölz (23 Arten),23 fressende Arten,NA,NA,100+ cm
Brandenburg,Achillea salicifolia,Weidenblättrige Sumpf-Schafgarbe,Korbblütler,G,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,NA,NA,60,weiß,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Callitriche palustris,"Sumpf-Wasserstern,Frühlings-Wasserstern",Wegerichgewächse,G,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),4,weiß,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Cardamine flexuosa,Wald-Schaumkraut,Kreuzblütler,G,Sonne bis Schatten,feucht,normaler Boden,NA,lehmig,NA,40,weiß,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,0-40 cm
Brandenburg,Carex elata,Steife Segge,Sauergrasgewächse,G,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),60,grün,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Festuca altissima,Wald-Schwingel,Süßgräser,G,Sonne bis Schatten,frisch bis trocken,nährstoffreicher Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),120,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Fragaria moschata,"Zimt-Erdbeere,Moschus-Erdbeere",Rosengewächse,G,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,durchlässig bis humus,bis -12 °C (bis Klimazone 8),15,weiß,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Brandenburg,Galeopsis angustifolia,Schmalblättriger Hohlzahn,Lippenblütler,G,Sonne,trocken,nährstoffarmer Boden,basisch / kalk,normal,NA,40,pink,Bienenweide (1 Arten),NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Helianthemum nummularium,"Gelbes Sonnenröschen,Gewöhnliches Sonnenröschen",Zistrosengewächse,G,Sonne,trocken,nährstoffarmer Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),30,gelb,Bienenweide (28 Arten),Schmetterlingsweide (14 Arten),NA,12 fressende Arten,NA,ja,0-40 cm
Brandenburg,Hieracium bauhini,Ungarisches Habichtskraut,Korbblütler,G,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,NA,durchlässig,NA,31,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Hypericum maculatum,Geflecktes Johanniskraut,Johanniskrautgewächse,G,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,durchlässig bis humus,NA,60,gelb,NA,NA,NA,1 fressende Arten,NA,NA,40-60 cm
Brandenburg,Leucanthemum vulgare,"Wiesen-Margerite,Frühe Margerite",Korbblütler,G,Sonne,frisch bis trocken,nährstoffarmer Boden,NA,durchlässig bis normal,bis -40 °C (bis Klimazone 3),60,weiß,Bienenweide (21 Arten),Schmetterlingsweide (14 Arten),NA,2 fressende Arten,NA,"ja, Kübelgröße mittel",40-60 cm
Brandenburg,Lonicera xylosteum,Rote Heckenkirsche,Geißblattgewächse,G,Sonne bis Schatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,humus,bis -40 °C (bis Klimazone 3),300,weiß,Bienenweide,Schmetterlingsweide (24 Arten),Vogelnährgehölz (24 Arten),24 fressende Arten,NA,ja,100+ cm
Brandenburg,Malus sylvestris,"Wildapfel,Holzapfel",Rosengewächse,G,Sonne bis Halbschatten,frisch bis trocken,nährstoffreicher Boden,basisch / kalk,normal,NA,1500,rosa,Bienenweide (17 Arten),Schmetterlingsweide (5 Arten),Vogelnährgehölz (19 Arten),35 fressende Arten,NA,NA,100+ cm
Brandenburg,Myosotis sylvatica,Wald-Vergissmeinnicht,Raublattgewächse,G,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),40,blau,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Brandenburg,Plantago major,Breitwegerich,Wegerichgewächse,G,Sonne bis Halbschatten,frisch,nährstoffarmer Boden,NA,normal,bis -28 °C (bis Klimazone 5),30,gelb,Bienenweide (6 Arten),NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Polygala vulgaris,Gewöhnliches Kreuzblümchen,Kreuzblumengewächse,G,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig,NA,25,blau,NA,Schmetterlingsweide (2 Arten),NA,NA,NA,NA,0-40 cm
Brandenburg,Prunus domestica,"Pflaume,Zwetschge",Rosengewächse,G,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),450,weiß,Bienenweide (6 Arten),Schmetterlingsweide (28 Arten),NA,28 fressende Arten,NA,ja,100+ cm
Brandenburg,Quercus pubescens,Flaum-Eiche,Buchengewächse,G,Sonne bis Halbschatten,trocken,normaler Boden,NA,durchlässig bis normal,NA,2000,NA,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Rosa gallica,Essigrose,Rosengewächse,G,Sonne bis Halbschatten,frisch bis trocken,nährstoffarmer bis normaler Boden,basisch / kalk,humus,NA,100,rosa,Bienenweide,Schmetterlingsweide,Vogelnährgehölz (27 Arten),27 fressende Arten,NA,ja,60-100 cm
Brandenburg,Rosa majalis,Zimtrose,Rosengewächse,G,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,normal,bis -34 °C (bis Klimazone 4),150,rosa,Bienenweide,Schmetterlingsweide,NA,27 fressende Arten,NA,ja,100+ cm
Brandenburg,Rosa rubiginosa,"Wein-Rose,Schottische Zaunrose",Rosengewächse,G,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),300,rosa,NA,NA,Vogelnährgehölz (27 Arten),27 fressende Arten,NA,NA,100+ cm
Brandenburg,Rosa villosa,Apfelrose,Rosengewächse,G,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,basisch / kalk,durchlässig bis humus,bis -28 °C (bis Klimazone 5),200,rosa,NA,NA,Vogelnährgehölz (27 Arten),NA,NA,NA,100+ cm
Brandenburg,Salix fragilis,Bruch-Weide,Weidengewächse,G,Sonne bis Halbschatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),1500,gelb,Bienenweide (6 Arten),Schmetterlingsweide (13 Arten),NA,13 fressende Arten,NA,NA,100+ cm
Brandenburg,Salix repens,Kriech-Weide,Weidengewächse,G,Sonne bis Halbschatten,frisch bis trocken,normaler Boden,NA,durchlässig,NA,100,gelb,Bienenweide (9 Arten),Schmetterlingsweide (4 Arten),Vogelnährgehölz,16 fressende Arten,NA,ja,60-100 cm
Brandenburg,Senecio aquaticus,"Wasser-Greiskraut,Wasser-Kreuzkraut",Korbblütler,G,Sonne,feucht bis frisch,normaler Boden,NA,humus,NA,60,gelb,NA,Schmetterlingsweide (6 Arten),NA,NA,NA,NA,40-60 cm
Brandenburg,Sparganium erectum,"Ästiger Igelkolben,Aufrechter Igelkolben",Rohrkolbengewächse,G,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,basisch / kalk,humus,bis -23 °C (bis Klimazone 6),50,gelb,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,NA,40-60 cm
Brandenburg,Valerianella carinata,Gekielter Feldsalat,Geißblattgewächse,G,Sonne,trocken,nährstoffarmer Boden,NA,durchlässig bis lehmig,NA,15,blau,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Achillea ptarmica,Sumpf-Schafgarbe,Korbblütler,V,Sonne bis Halbschatten,feucht bis frisch,normaler bis nährstoffreicher Boden,NA,durchlässig bis normal,bis -28 °C (bis Klimazone 5),70,weiß,Bienenweide,Schmetterlingsweide (2 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Brandenburg,Actaea spicata,Christophskraut,Hahnenfußgewächse,V,Halbschatten bis Schatten,feucht,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),60,weiß,NA,Schmetterlingsweide (6 Arten),NA,6 fressende Arten,NA,NA,40-60 cm
Brandenburg,Ajuga genevensis,Genfer Günsel,Lippenblütler,V,Sonne bis Halbschatten,trocken,nährstoffreicher Boden,NA,NA,bis -28 °C (bis Klimazone 5),30,blau,Bienenweide (6 Arten),Schmetterlingsweide (2 Arten),NA,NA,NA,"ja, Kübelgröße mittel",0-40 cm
Brandenburg,Anemone ranunculoides,Gelbes Windröschen,Hahnenfußgewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig,bis -34 °C (bis Klimazone 4),20,gelb,Bienenweide,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,0-40 cm
Brandenburg,Angelica sylvestris,"Wald-Engelwurz,Wilde Engelswurz",Doldenblütler,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,NA,lehmig,bis -17 °C (bis Klimazone 7),160,weiß,Bienenweide (9 Arten),Schmetterlingsweide (13 Arten),NA,9 fressende Arten,NA,NA,100+ cm
Brandenburg,Anthemis arvensis,Acker-Hundskamille,Korbblütler,V,Sonne,frisch bis trocken,nährstoffreicher Boden,sauer,NA,bis -12 °C (bis Klimazone 8),70,weiß,Bienenweide (6 Arten),Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,60-100 cm
Brandenburg,Anthemis tinctoria,"Färberkamille,Färber-Hundskamille",Korbblütler,V,Sonne,trocken,normaler Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,gelb,Bienenweide (7 Arten),Schmetterlingsweide (4 Arten),NA,2 fressende Arten,NA,ja,40-60 cm
Brandenburg,Armeria maritima,Strand-Grasnelke,Bleiwurzgewächse,V,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig,bis -28 °C (bis Klimazone 5),20,pink,Bienenweide,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,ja,ja,0-40 cm
Brandenburg,Butomus umbellatus,"Schwanenblume,Wasserliesch, Blumenbinse",Schwanenblumengewächse,V,Sonne bis Halbschatten,Wasserpflanze,nährstoffreicher Boden,NA,lehmig,bis -28 °C (bis Klimazone 5),150,rosa,NA,NA,NA,NA,NA,ja,100+ cm
Brandenburg,Campanula patula,Wiesen-Glockenblume,Glockenblumengewächse,V,Sonne,frisch,normaler bis nährstoffreicher Boden,NA,durchlässig,bis -23 °C (bis Klimazone 6),50,blau,Bienenweide (9 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Brandenburg,Campanula trachelium,Nesselblättrige Glockenblume,Glockenblumengewächse,V,Sonne bis Halbschatten,frisch bis trocken,normaler bis nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -40 °C (bis Klimazone 3),100,blau,Bienenweide (13 Arten),Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,60-100 cm
Brandenburg,Cardamine pratensis,Wiesen-Schaumkraut,Kreuzblütler,V,Halbschatten,feucht,nährstoffreicher Boden,NA,durchlässig bis lehmig,bis -34 °C (bis Klimazone 4),40,lila,Bienenweide (19 Arten),Schmetterlingsweide (6 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Brandenburg,Carex caryophyllea,Frühlings-Segge,Sauergrasgewächse,V,Sonne,frisch bis trocken,normaler Boden,NA,durchlässig bis normal,bis -17 °C (bis Klimazone 7),30,braun,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Carex digitata,Finger-Segge,Sauergrasgewächse,V,Sonne bis Schatten,feucht,NA,NA,durchlässig bis lehmig,bis -28 °C (bis Klimazone 5),30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Carex ericetorum,Heide-Segge,Sauergrasgewächse,V,Sonne bis Halbschatten,trocken,nährstoffarmer Boden,sauer,durchlässig,NA,30,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Carex nigra,Wiesen-Segge,Sauergrasgewächse,V,Sonne bis Halbschatten,feucht bis frisch,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,grün,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,40-60 cm
Brandenburg,Carex panicea,Hirse-Segge,Sauergrasgewächse,V,Halbschatten,frisch,normaler Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,grün,NA,Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,ja,40-60 cm
Brandenburg,Carex remota,Winkel-Segge,Sauergrasgewächse,V,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),25,grün,NA,Schmetterlingsweide (3 Arten),NA,3 fressende Arten,NA,NA,0-40 cm
Brandenburg,Carex rostrata,Schnabel-Segge,Sauergrasgewächse,V,Sonne,feucht,nährstoffreicher Boden,sauer,durchlässig,bis -17 °C (bis Klimazone 7),80,grün,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,60-100 cm
Brandenburg,Carex sylvatica,Wald-Segge,Sauergrasgewächse,V,Sonne bis Schatten,feucht bis frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -28 °C (bis Klimazone 5),50,braun,NA,Schmetterlingsweide (2 Arten),NA,2 fressende Arten,NA,ja,40-60 cm
Brandenburg,Carex vulpina,Fuchs-Segge,Sauergrasgewächse,V,Sonne bis Halbschatten,feucht,NA,NA,durchlässig bis lehmig,bis -17 °C (bis Klimazone 7),60,grün,NA,NA,NA,NA,NA,NA,40-60 cm
Brandenburg,Centaurea jacea,Wiesen-Flockenblume,Korbblütler,V,Sonne,frisch bis trocken,nährstoffreicher Boden,NA,NA,bis -28 °C (bis Klimazone 5),80,violett,Bienenweide (40 Arten),NA,NA,NA,NA,ja,60-100 cm
Brandenburg,Centaurea scabiosa,Skabiosen-Flockenblume,Korbblütler,V,Sonne,frisch,NA,NA,durchlässig bis humus,bis -34 °C (bis Klimazone 4),100,violett,Bienenweide (30 Arten),Schmetterlingsweide (24 Arten),Vogelnährgehölz,9 fressende Arten,NA,NA,60-100 cm
Brandenburg,Chaerophyllum bulbosum,Knolliger Kälberkropf,Doldenblütler,V,Sonne bis Halbschatten,feucht bis frisch,NA,NA,humus,NA,200,weiß,NA,Schmetterlingsweide (1 Arten),NA,NA,NA,NA,100+ cm
Brandenburg,Chrysosplenium alternifolium,"Wechselblättriges Milzkraut,Gold-Milzkraut",Steinbrechgewächse,V,Sonne bis Halbschatten,feucht bis frisch,nährstoffreicher Boden,sauer,lehmig,bis -23 °C (bis Klimazone 6),20,gelb,NA,NA,NA,NA,NA,NA,0-40 cm
Brandenburg,Cicuta virosa,"Wasserschierling,Gift-Wasserschierling",Doldenblütler,V,Sonne bis Halbschatten,feucht,nährstoffreicher Boden,NA,humus,NA,150,weiß,NA,NA,NA,NA,NA,NA,100+ cm
Brandenburg,Conium maculatum,Gefleckter Schierling,Doldenblütler,V,Sonne,feucht,nährstoffreicher Boden,NA,humus,NA,200,weiß,Bienenweide (1 Arten),NA,NA,NA,NA,NA,100+ cm
Brandenburg,Crepis biennis,Wiesen-Pippau,Korbblütler,V,Sonne,frisch,NA,NA,durchlässig bis lehmig,NA,100,gelb,Bienenweide (19 Arten),Schmetterlingsweide (1 Arten),NA,1 fressende Arten,NA,NA,60-100 cm
Brandenburg,Cymbalaria muralis,Zimbelkraut,Wegerichgewächse,V,Sonne bis Schatten,frisch,nährstoffreicher Boden,NA,durchlässig bis humus,bis -40 °C (bis Klimazone 3),20,violett,Bienenweide,NA,NA,NA,NA,ja,0-40 cm
